地点名,カテゴリ,緯度,経度,確認済み,説明,注意メモ,Google Maps URL
サムライ十兵衛,食事,43.805188,143.890392,FALSE,種別: bar / 料理ジャンル: chicken;fish;friture;local;noodles;sushi / 営業時間: Mo-Sa 18:00-22:00,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12862417102,"https://www.google.com/maps/search/?api=1&query=43.805188,143.890392"
サーティワンアイスクリーム,食事,43.535432,144.97661,FALSE,種別: fast_food / 料理ジャンル: ice_cream / ブランド: baskin BR robbins,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11299982525,"https://www.google.com/maps/search/?api=1&query=43.535432,144.97661"
シーニック・カフェ 帽子岩,食事,44.022359,144.277073,FALSE,種別: cafe,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/10029957303,"https://www.google.com/maps/search/?api=1&query=44.022359,144.277073"
スターバックス,食事,43.010038,144.404769,FALSE,種別: cafe / 料理ジャンル: coffee_shop / ブランド: スターバックス,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11206998737,"https://www.google.com/maps/search/?api=1&query=43.010038,144.404769"
トリトン 遠軽店,食事,44.068241,143.529002,FALSE,種別: restaurant / 料理ジャンル: sushi,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4779307730,"https://www.google.com/maps/search/?api=1&query=44.068241,143.529002"
ドトールコーヒーショップ,食事,43.53556,144.97664,FALSE,種別: cafe / ブランド: DOUTOR,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11299982527,"https://www.google.com/maps/search/?api=1&query=43.53556,144.97664"
ドリーム,食事,43.012228,144.392863,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665676453,"https://www.google.com/maps/search/?api=1&query=43.012228,144.392863"
ナシタ,食事,44.020925,144.266814,FALSE,種別: cafe / 営業時間: Mo-Fr 09:00-17:00 / 電話: +81-90-1522-5546 / Web: https://nascita.jp,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12594368355,"https://www.google.com/maps/search/?api=1&query=44.020925,144.266814"
バルデラエミ,食事,43.01446,144.326861,FALSE,種別: restaurant / Web: https://m.facebook.com/BardelaEmi/,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5572052925,"https://www.google.com/maps/search/?api=1&query=43.01446,144.326861"
パティオ,食事,43.804199,143.894209,FALSE,種別: restaurant / 料理ジャンル: barbecue,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/8778957048,"https://www.google.com/maps/search/?api=1&query=43.804199,143.894209"
パパスランド温泉,食事,43.790144,144.533888,FALSE,種別: public_bath,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6594058609,"https://www.google.com/maps/search/?api=1&query=43.790144,144.533888"
ビスターレ ビスターレ,食事,44.026626,144.2643,FALSE,種別: restaurant / 料理ジャンル: indian,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003709016,"https://www.google.com/maps/search/?api=1&query=44.026626,144.2643"
ビスターレビスターレ,食事,43.536492,144.978437,FALSE,種別: restaurant / 料理ジャンル: curry,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11299982537,"https://www.google.com/maps/search/?api=1&query=43.536492,144.978437"
ビスターレビスターレ,食事,43.807363,143.848159,FALSE,種別: restaurant / 料理ジャンル: indian,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5206015595,"https://www.google.com/maps/search/?api=1&query=43.807363,143.848159"
ビスターレビスターレ 釧路店,食事,43.012228,144.357523,FALSE,種別: restaurant / 料理ジャンル: indian / 営業時間: Mo-Fr 11:00-15:00,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6758825984,"https://www.google.com/maps/search/?api=1&query=43.012228,144.357523"
ビストロ ジョワ (Joie),食事,43.015396,144.345148,FALSE,種別: restaurant / 営業時間: Tu-Su 11:30-14:30 / Web: +81 154-53-3055,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6768763339,"https://www.google.com/maps/search/?api=1&query=43.015396,144.345148"
ビッグサン,食事,43.99811,144.259619,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4381596833,"https://www.google.com/maps/search/?api=1&query=43.99811,144.259619"
ピザテンフォー,食事,43.545706,144.976058,FALSE,種別: fast_food / 料理ジャンル: pizza,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11266737610,"https://www.google.com/maps/search/?api=1&query=43.545706,144.976058"
ピザハット,食事,42.976032,144.413148,FALSE,種別: fast_food / 料理ジャンル: pizza / ブランド: ピザハット,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11206998762,"https://www.google.com/maps/search/?api=1&query=42.976032,144.413148"
ピザハット,食事,43.53566,144.976804,FALSE,種別: fast_food / 料理ジャンル: pizza / ブランド: Pizza Hut,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11299982529,"https://www.google.com/maps/search/?api=1&query=43.53566,144.976804"
ピザハット,食事,43.997766,144.285319,FALSE,種別: fast_food / ブランド: Pizza Hut,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12514066995,"https://www.google.com/maps/search/?api=1&query=43.997766,144.285319"
ピッツェリア,食事,43.022474,144.35599,FALSE,種別: fast_food / 営業時間: Fr-We 11:00-15:00,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5326400428,"https://www.google.com/maps/search/?api=1&query=43.022474,144.35599"
ファイヤーバーグ,食事,43.997667,144.286089,FALSE,種別: restaurant / 料理ジャンル: burger,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12514066987,"https://www.google.com/maps/search/?api=1&query=43.997667,144.286089"
フェリーチェ,食事,43.012692,144.391834,FALSE,"公立大からの距離 900m(徒歩11分,車4分) 平均予算 1000円 食べログ評価 2.0 / 種別: restaurant / 料理ジャンル: coffee_shop / 電話: +81-154-65-6322",OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665676454,"https://www.google.com/maps/search/?api=1&query=43.012692,144.391834"
フォレステージカフェ,食事,43.79465,143.874342,FALSE,種別: cafe,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11196024522,"https://www.google.com/maps/search/?api=1&query=43.79465,143.874342"
ブルーエム,食事,43.997927,144.259835,FALSE,種別: cafe,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4381596834,"https://www.google.com/maps/search/?api=1&query=43.997927,144.259835"
マクドナルド,食事,43.008812,144.404458,FALSE,種別: fast_food / 料理ジャンル: burger / ブランド: マクドナルド / 営業時間: 09:00-21:00 / 電話: +81-154-38-5625,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665695484,"https://www.google.com/maps/search/?api=1&query=43.008812,144.404458"
マクドナルド,食事,43.013286,144.357078,FALSE,種別: fast_food / 料理ジャンル: burger / ブランド: マクドナルド,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4780645834,"https://www.google.com/maps/search/?api=1&query=43.013286,144.357078"
マクドナルド,食事,43.535607,144.976871,FALSE,種別: fast_food / 料理ジャンル: burger / ブランド: マクドナルド,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11299982526,"https://www.google.com/maps/search/?api=1&query=43.535607,144.976871"
マクドナルド,食事,43.807964,143.875042,FALSE,種別: fast_food / 料理ジャンル: burger / ブランド: マクドナルド,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11949143318,"https://www.google.com/maps/search/?api=1&query=43.807964,143.875042"
ミスタードーナツ,食事,42.977268,144.413894,FALSE,種別: fast_food / 料理ジャンル: donut / ブランド: ミスタードーナツ,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11206998759,"https://www.google.com/maps/search/?api=1&query=42.977268,144.413894"
ミスタードーナツ,食事,43.012306,144.403255,FALSE,種別: fast_food / 料理ジャンル: donut / ブランド: ミスタードーナツ,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665676462,"https://www.google.com/maps/search/?api=1&query=43.012306,144.403255"
ミスタードーナツ,食事,43.535613,144.976729,FALSE,種別: fast_food / 料理ジャンル: donut / ブランド: ミスタードーナツ,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11299982528,"https://www.google.com/maps/search/?api=1&query=43.535613,144.976729"
ミスタードーナツ,食事,43.822189,143.912638,FALSE,種別: fast_food / 料理ジャンル: donut / ブランド: ミスタードーナツ,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4365102478,"https://www.google.com/maps/search/?api=1&query=43.822189,143.912638"
ミスタードーナツ,食事,44.022235,144.267923,FALSE,種別: fast_food / 料理ジャンル: donut / ブランド: ミスタードーナツ,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003709038,"https://www.google.com/maps/search/?api=1&query=44.022235,144.267923"
モスバーガー,食事,43.331308,145.596871,FALSE,種別: fast_food / 料理ジャンル: burger / ブランド: MOS BURGER / 営業時間: 09:00-20:00 / 電話: +81 153 22 2474,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12961196229,"https://www.google.com/maps/search/?api=1&query=43.331308,145.596871"
モスバーガー,食事,43.804791,143.892408,FALSE,種別: fast_food / 料理ジャンル: burger / ブランド: モスバーガー,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/7380204050,"https://www.google.com/maps/search/?api=1&query=43.804791,143.892408"
モリヤ商店,食事,44.020159,144.253295,FALSE,種別: fast_food / 料理ジャンル: japanese,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12769429229 / OSM check_date: 2025-04-20,"https://www.google.com/maps/search/?api=1&query=44.020159,144.253295"
ラ-メン 楽桜,食事,43.014859,144.356378,FALSE,種別: restaurant / 料理ジャンル: chinese / 営業時間: Fr-Tu 11:30-15:00; We / Web: +81 154-53-1614,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6758915563,"https://www.google.com/maps/search/?api=1&query=43.014859,144.356378"
ラ・キンコ,食事,43.536614,144.978236,FALSE,種別: restaurant / 料理ジャンル: italian,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11299982536,"https://www.google.com/maps/search/?api=1&query=43.536614,144.978236"
ラーメンきっさえきばしゃ,食事,43.921428,144.520133,FALSE,種別: restaurant / 料理ジャンル: noodle,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5963246043,"https://www.google.com/maps/search/?api=1&query=43.921428,144.520133"
ラーメンさんぱち,食事,43.797657,143.857614,FALSE,種別: fast_food / 料理ジャンル: ramen,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4923214121,"https://www.google.com/maps/search/?api=1&query=43.797657,143.857614"
ラーメンたかはし,食事,42.983893,144.38853,FALSE,種別: restaurant / 料理ジャンル: ramen / 営業時間: Tu-Sa 18:00-25:00 / 電話: +81-154-22-4348,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12944081034,"https://www.google.com/maps/search/?api=1&query=42.983893,144.38853"
ラーメンの高橋,食事,43.013083,144.354109,FALSE,種別: restaurant / 料理ジャンル: chinese / 営業時間: 20:00-23:00,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6728921532,"https://www.google.com/maps/search/?api=1&query=43.013083,144.354109"
ラーメン寳龍,食事,43.820463,144.115746,FALSE,種別: restaurant / 料理ジャンル: ramen,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11963924819,"https://www.google.com/maps/search/?api=1&query=43.820463,144.115746"
ラーメン山岡家,食事,43.013392,144.403816,FALSE,種別: restaurant / 料理ジャンル: ramen / ブランド: ラーメン山岡家 / 営業時間: 24/7 / 電話: +81-154-64-1632 / Web: https://www.yamaokaya.com/shops/1143/,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665676465,"https://www.google.com/maps/search/?api=1&query=43.013392,144.403816"
ラーメン山岡家,食事,43.818715,144.116444,FALSE,種別: restaurant / 料理ジャンル: ramen / ブランド: ラーメン山岡家,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5199446523,"https://www.google.com/maps/search/?api=1&query=43.818715,144.116444"
ラーメン山岡家,食事,43.999835,144.28416,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003709021,"https://www.google.com/maps/search/?api=1&query=43.999835,144.28416"
リズム RHYTHM (旧amicafe),食事,43.017051,144.335385,FALSE,種別: cafe / 料理ジャンル: coffee_shop;regional / 電話: +81 154-52-5544 / Web: http://rhythm-kushiro.com/,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6581119285,"https://www.google.com/maps/search/?api=1&query=43.017051,144.335385"
ルフラン,食事,43.805167,143.891113,FALSE,種別: pub,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5603039933,"https://www.google.com/maps/search/?api=1&query=43.805167,143.891113"
レストラン たんちょう,食事,43.045318,144.196298,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/9112893064,"https://www.google.com/maps/search/?api=1&query=43.045318,144.196298"
レストラン ホワイトハウス,食事,44.020754,144.26527,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003716923,"https://www.google.com/maps/search/?api=1&query=44.020754,144.26527"
レストランくりん草,食事,43.555647,144.191732,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6208067113,"https://www.google.com/maps/search/?api=1&query=43.555647,144.191732"
レストランくるりんく,食事,43.845134,144.294699,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6205481354,"https://www.google.com/maps/search/?api=1&query=43.845134,144.294699"
レストランオホーツク,食事,43.888303,143.989861,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4793620321,"https://www.google.com/maps/search/?api=1&query=43.888303,143.989861"
レストランパパス,食事,43.790558,144.534094,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6594058610,"https://www.google.com/maps/search/?api=1&query=43.790558,144.534094"
レストラン森香,食事,43.637637,144.439629,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4299744117,"https://www.google.com/maps/search/?api=1&query=43.637637,144.439629"
レストラン槿,食事,43.834652,144.599487,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6594726504,"https://www.google.com/maps/search/?api=1&query=43.834652,144.599487"
レストラン瞰望,食事,44.060571,143.523529,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12770295864,"https://www.google.com/maps/search/?api=1&query=44.060571,143.523529"
ワタナベ,食事,43.016637,144.398755,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5634189167,"https://www.google.com/maps/search/?api=1&query=43.016637,144.398755"
ヴィクトリアステーション,食事,44.020598,144.252341,FALSE,種別: restaurant / 料理ジャンル: steak_house,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11936463097,"https://www.google.com/maps/search/?api=1&query=44.020598,144.252341"
一心,食事,43.880919,144.156551,FALSE,種別: restaurant / 料理ジャンル: noodle,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11936413477,"https://www.google.com/maps/search/?api=1&query=43.880919,144.156551"
万屋 惹人(よろずや わかぞう),食事,43.013516,144.354423,FALSE,種別: pub / 営業時間: We-Mo 18:00+; Tu off / 電話: +81 154-52-8484,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6755151299,"https://www.google.com/maps/search/?api=1&query=43.013516,144.354423"
三福,食事,43.798077,143.884648,FALSE,種別: restaurant / 料理ジャンル: japanese,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11471993035,"https://www.google.com/maps/search/?api=1&query=43.798077,143.884648"
三香温泉,食事,43.573981,144.315205,FALSE,種別: public_bath,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5894300022,"https://www.google.com/maps/search/?api=1&query=43.573981,144.315205"
中島珈琲ビストロ,食事,43.806094,143.90545,FALSE,種別: restaurant / 電話: +81 157 57 4135,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/7194429970,"https://www.google.com/maps/search/?api=1&query=43.806094,143.90545"
中華料理 一番点心坊,食事,43.80278,143.877557,FALSE,種別: restaurant / 料理ジャンル: chinese,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11773513156 / OSM check_date: 2024-03-30,"https://www.google.com/maps/search/?api=1&query=43.80278,143.877557"
中華料理天山,食事,44.004998,144.278869,FALSE,種別: restaurant / 料理ジャンル: chinese,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003709024,"https://www.google.com/maps/search/?api=1&query=44.004998,144.278869"
丸木舟,食事,43.564431,144.342468,FALSE,種別: restaurant / 料理ジャンル: japanese;steak_house;hotpot;fish;ramen,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/13011535681,"https://www.google.com/maps/search/?api=1&query=43.564431,144.342468"
丹頂湯,食事,43.013818,144.3572,FALSE,種別: public_bath / 営業時間: Th-Tu 13:00-23:30; We off / 電話: +81 154-51-7894 / Web: https://www.kita-no-sento.com/sento/901/,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6755491866,"https://www.google.com/maps/search/?api=1&query=43.013818,144.3572"
二葉鮨,食事,43.013366,144.35722,FALSE,種別: restaurant / 料理ジャンル: sushi / 電話: +81 154-51-4282,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6755489507,"https://www.google.com/maps/search/?api=1&query=43.013366,144.35722"
停車場,食事,43.95839,144.352615,FALSE,種別: cafe,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5963179163,"https://www.google.com/maps/search/?api=1&query=43.95839,144.352615"
八点鐘お好み焼,食事,44.021216,144.266332,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003716925,"https://www.google.com/maps/search/?api=1&query=44.021216,144.266332"
八賽園,食事,43.015168,144.391088,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665676457,"https://www.google.com/maps/search/?api=1&query=43.015168,144.391088"
六郷ラーメン,食事,44.025014,143.509425,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4779307725,"https://www.google.com/maps/search/?api=1&query=44.025014,143.509425"
別海町マルチメディア館,食事,43.39246,145.127309,FALSE,種別: internet_cafe,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4302127489,"https://www.google.com/maps/search/?api=1&query=43.39246,145.127309"
北の珈琲工房 時計台,食事,43.822099,144.103115,FALSE,種別: cafe,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5207877738,"https://www.google.com/maps/search/?api=1&query=43.822099,144.103115"
北の知床,食事,43.795852,143.857993,FALSE,種別: fast_food / 料理ジャンル: ramen,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4929678222,"https://www.google.com/maps/search/?api=1&query=43.795852,143.857993"
北美月,食事,43.806827,143.897691,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12499060224,"https://www.google.com/maps/search/?api=1&query=43.806827,143.897691"
原生亭温泉,食事,43.924918,144.439063,FALSE,種別: public_bath,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6394124512,"https://www.google.com/maps/search/?api=1&query=43.924918,144.439063"
原生牧場レストラン,食事,43.973438,144.311664,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6732188131,"https://www.google.com/maps/search/?api=1&query=43.973438,144.311664"
呑みすけゆうちゃん,食事,43.8053,143.888743,FALSE,種別: pub,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12749060044 / OSM check_date: 2025-04-12,"https://www.google.com/maps/search/?api=1&query=43.8053,143.888743"
味のオーハシ,食事,43.549818,144.970533,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11375347738,"https://www.google.com/maps/search/?api=1&query=43.549818,144.970533"
味の時計台,食事,43.008998,144.404746,FALSE,種別: restaurant / 料理ジャンル: ramen / 営業時間: 11:00-21:00 / 電話: +81-154-39-1133,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665695486,"https://www.google.com/maps/search/?api=1&query=43.008998,144.404746"
味の時計台,食事,43.808026,143.875304,FALSE,種別: restaurant / 料理ジャンル: ramen,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11949132207,"https://www.google.com/maps/search/?api=1&query=43.808026,143.875304"
味の時計台,食事,44.050257,143.520946,FALSE,種別: restaurant / 料理ジャンル: ramen,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4779288134,"https://www.google.com/maps/search/?api=1&query=44.050257,143.520946"
味覚園銀座店,食事,43.805145,143.891705,FALSE,種別: restaurant / 料理ジャンル: barbecue / 電話: +81 157 23 9000 / Web: https://life-v.co.jp/shop/mikakuenkitamiginza/,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11391085413,"https://www.google.com/maps/search/?api=1&query=43.805145,143.891705"
和琴温泉,食事,43.579497,144.310637,FALSE,種別: public_bath / 自然種別: spring,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4238894598,"https://www.google.com/maps/search/?api=1&query=43.579497,144.310637"
和食・拉麺 北斗,食事,43.045296,144.196237,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/9112893065,"https://www.google.com/maps/search/?api=1&query=43.045296,144.196237"
喫茶どりあん,食事,43.332167,145.581998,FALSE,種別: restaurant / 電話: +81 153 24 3403,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11141028068,"https://www.google.com/maps/search/?api=1&query=43.332167,145.581998"
四条ホルモン,食事,43.806236,143.892944,FALSE,種別: restaurant / 料理ジャンル: barbecue,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/8906633795,"https://www.google.com/maps/search/?api=1&query=43.806236,143.892944"
回転寿司 すし若丸,食事,43.818597,144.117029,FALSE,種別: fast_food / 料理ジャンル: sushi,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5199450121,"https://www.google.com/maps/search/?api=1&query=43.818597,144.117029"
回転寿司 まつりや木場店,食事,43.009832,144.408526,FALSE,種別: restaurant / 料理ジャンル: sushi,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5112165626,"https://www.google.com/maps/search/?api=1&query=43.009832,144.408526"
夜のだるまや,食事,43.804865,143.891164,FALSE,種別: restaurant / 料理ジャンル: ramen / 営業時間: Mo-Sa 18:00-06:00; Su 18:00-02:00,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12862421304,"https://www.google.com/maps/search/?api=1&query=43.804865,143.891164"
大宇宙,食事,44.059204,143.52339,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12770313007,"https://www.google.com/maps/search/?api=1&query=44.059204,143.52339"
大昌園,食事,43.805232,143.890905,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5603039932,"https://www.google.com/maps/search/?api=1&query=43.805232,143.890905"
天楽分店,食事,43.014322,144.392762,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665676458,"https://www.google.com/maps/search/?api=1&query=43.014322,144.392762"
天馬,食事,42.988024,144.383481,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6735422085,"https://www.google.com/maps/search/?api=1&query=42.988024,144.383481"
居酒屋 竹美,食事,43.010716,144.359391,FALSE,種別: pub / 電話: +81 154-53-1638,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6758836764,"https://www.google.com/maps/search/?api=1&query=43.010716,144.359391"
居酒屋 釧之助,食事,43.013677,144.346856,FALSE,種別: pub / 電話: +81 154-65-8118,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6768629921,"https://www.google.com/maps/search/?api=1&query=43.013677,144.346856"
居酒屋だん,食事,43.799467,143.869612,FALSE,種別: bar,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5139406022,"https://www.google.com/maps/search/?api=1&query=43.799467,143.869612"
居酒屋和助,食事,44.02031,144.26691,FALSE,種別: pub,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003716928,"https://www.google.com/maps/search/?api=1&query=44.02031,144.26691"
川湯温泉公衆浴場,食事,43.638313,144.435724,FALSE,種別: public_bath,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5788214897,"https://www.google.com/maps/search/?api=1&query=43.638313,144.435724"
川湯温泉街 食事候補エリア,食事,43.6384,144.4385,FALSE,長距離歩行後の温泉・食事・回復ポイント。,具体店舗はGoogle/OSMから追加取得。,"https://www.google.com/maps/search/?api=1&query=43.6384,144.4385"
弟子屈ラーメン総本店,食事,43.496302,144.454387,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5695604621,"https://www.google.com/maps/search/?api=1&query=43.496302,144.454387"
快活クラブ,食事,43.007626,144.405086,FALSE,種別: cafe,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4832073522,"https://www.google.com/maps/search/?api=1&query=43.007626,144.405086"
